0000000000000000 A irq_stack_union
ffffffff81009a20 T kvm_ioapic_clear_all
ffffffff81009a70 T kvm_ioapic_handles_vector
ffffffff81009a90 T kvm_ioapic_update_eoi
ffffffff81009bc0 T kvm_ioapic_init
ffffffff81009cf0 T kvm_ioapic_destroy
ffffffff81009d30 T kvm_get_ioapic
ffffffff81009db0 T kvm_set_ioapic
ffffffff81009ef0 t coalesced_mmio_destructor
ffffffff81009f30 t coalesced_mmio_write
ffffffff8100a070 T kvm_coalesced_mmio_init
ffffffff8100a0e0 T kvm_coalesced_mmio_free
ffffffff8100a110 T kvm_vm_ioctl_register_coalesced_mmio
ffffffff8100a200 T kvm_vm_ioctl_unregister_coalesced_mmio
ffffffff8100a2c0 t kvm_set_ioapic_irq
ffffffff8100a2e0 t kvm_set_pic_irq
ffffffff8100a300 T kvm_irq_delivery_to_apic
ffffffff8100a570 T kvm_set_msi
ffffffff8100a670 T kvm_set_irq_inatomic
ffffffff8100a860 T kvm_request_irq_source_id
ffffffff8100a8d0 T kvm_free_irq_source_id
ffffffff8100a950 T kvm_register_irq_mask_notifier
ffffffff8100a9c0 T kvm_unregister_irq_mask_notifier
ffffffff8100aa20 T kvm_fire_mask_notifiers
ffffffff8100aac0 T kvm_set_routing_entry
ffffffff8100ab80 T kvm_setup_default_irq_routing
ffffffff8100aba0 t irqfd_ptable_queue_proc
ffffffff8100abc0 t irqfd_inject
ffffffff8100ac20 t irqfd_resampler_ack
ffffffff8100acc0 t ioeventfd_write
ffffffff8100ad50 t irqfd_resampler_shutdown
ffffffff8100ae10 t irqfd_shutdown
ffffffff8100ae80 t kvm_deassign_ioeventfd_idx
ffffffff8100aff0 t irqfd_deactivate
ffffffff8100b050 t irqfd_wakeup
ffffffff8100b130 t kvm_assign_ioeventfd_idx
ffffffff8100b2f0 t ioeventfd_destructor
ffffffff8100b340 T kvm_eventfd_init
ffffffff8100b3b0 T kvm_irqfd
ffffffff8100ba90 T kvm_irqfd_release
ffffffff8100bb90 T kvm_irq_routing_update
ffffffff8100bcb0 T kvm_irqfd_init
ffffffff8100bcf0 T kvm_irqfd_exit
ffffffff8100bd10 T kvm_ioeventfd
ffffffff8100be70 T kvm_irq_has_notifier
ffffffff8100bf00 T kvm_notify_acked_irq
ffffffff8100bfe0 T kvm_register_irq_ack_notifier
ffffffff8100c040 T kvm_unregister_irq_ack_notifier
ffffffff8100c0b0 T kvm_send_userspace_msi
ffffffff8100c110 T kvm_set_irq
ffffffff8100c370 T kvm_free_irq_routing
ffffffff8100c390 T kvm_set_irq_routing
ffffffff8100c610 t kvm_vfio_has_attr
ffffffff8100c640 t kvm_vfio_group_get_external_user
ffffffff8100c680 t kvm_vfio_group_put_external_user
ffffffff8100c6b0 t kvm_vfio_update_coherency.isra.1
ffffffff8100c770 t kvm_vfio_destroy
ffffffff8100c820 t kvm_vfio_create
ffffffff8100c8e0 t kvm_vfio_set_attr
ffffffff8100cb80 t kvm_assigned_dev_intx
ffffffff8100cbd0 t kvm_assigned_dev_msi
ffffffff8100cc00 t kvm_assigned_dev_msix
ffffffff8100cc90 t kvm_assigned_dev_raise_guest_irq
ffffffff8100cd20 t kvm_assigned_dev_thread_msi
ffffffff8100cd40 t kvm_assigned_dev_thread_msix
ffffffff8100cdc0 t kvm_assigned_dev_thread_intx
ffffffff8100ce80 t kvm_assigned_dev_ack_irq
ffffffff8100cfb0 t kvm_deassign_irq
ffffffff8100d1d0 t kvm_free_assigned_device
ffffffff8100d290 T kvm_free_all_assigned_devices
ffffffff8100d2e0 T kvm_vm_ioctl_assigned_device
ffffffff8100e2f0 t kvm_iommu_put_pages.isra.2
ffffffff8100e3c0 t kvm_iommu_unmap_memslots
ffffffff8100e450 T kvm_iommu_map_pages
ffffffff8100e6a0 t kvm_iommu_map_memslots
ffffffff8100e750 T kvm_assign_device
ffffffff8100e840 T kvm_deassign_device
ffffffff8100e8a0 T kvm_iommu_map_guest
ffffffff8100e980 T kvm_iommu_unmap_pages
ffffffff8100e9a0 T kvm_iommu_unmap_guest
ffffffff8100ea00 t async_pf_execute
ffffffff8100eb50 T kvm_async_pf_init
ffffffff8100eb90 T kvm_async_pf_deinit
ffffffff8100ebd0 T kvm_async_pf_vcpu_init
ffffffff8100ec10 T kvm_clear_async_pf_completion_queue
ffffffff8100ed40 T kvm_check_async_pf_completion
ffffffff8100ee40 T kvm_setup_async_pf
ffffffff8100efa0 T kvm_async_pf_wakeup_all
ffffffff8100f060 T kvm_define_shared_msr
ffffffff8100f080 T kvm_get_apic_base
ffffffff8100f090 t kvm_multiple_exception
ffffffff8100f190 T kvm_queue_exception
ffffffff8100f1b0 T kvm_requeue_exception
ffffffff8100f1d0 T kvm_inject_page_fault
ffffffff8100f200 T kvm_inject_nmi
ffffffff8100f220 T kvm_queue_exception_e
ffffffff8100f240 T kvm_requeue_exception_e
ffffffff8100f260 t kvm_update_dr7
ffffffff8100f2c0 t __kvm_set_dr
ffffffff8100f400 t _kvm_get_dr
ffffffff8100f4d0 T kvm_enable_efer_bits
ffffffff8100f4e0 T kvm_set_msr
ffffffff8100f550 t do_set_msr
ffffffff8100f580 t kvm_get_time_scale
ffffffff8100f610 T kvm_get_msr
ffffffff8100f630 t wbinvd_ipi
ffffffff8100f640 T emulator_get_dr
ffffffff8100f660 T emulator_set_dr
ffffffff8100f680 t emulator_get_cpl
ffffffff8100f6a0 t emulator_get_gdt
ffffffff8100f6c0 t emulator_get_idt
ffffffff8100f6e0 t emulator_set_gdt
ffffffff8100f700 t emulator_set_idt
ffffffff8100f720 t emulator_get_cached_segment_base
ffffffff8100f740 t emulator_set_segment
ffffffff8100f810 t emulator_get_msr
ffffffff8100f830 t emulator_set_msr
ffffffff8100f860 t emulator_halt
ffffffff8100f870 t emulator_put_fpu
ffffffff8100f880 t emulator_intercept
ffffffff8100f8a0 t emulator_write_gpr
ffffffff8100f8c0 t tsc_bad
ffffffff8100f8e0 T kvm_is_in_guest
ffffffff8100f900 t kvm_is_user_mode
ffffffff8100f940 t kvm_get_guest_ip
ffffffff8100f990 T kvm_before_handle_nmi
ffffffff8100f9a0 T kvm_after_handle_nmi
ffffffff8100f9c0 t pvclock_gtod_update_fn
ffffffff8100fa60 T kvm_emulate_halt
ffffffff8100faa0 t process_nmi
ffffffff8100faf0 T kvm_get_cs_db_l_bits
ffffffff8100fb30 T kvm_is_linear_rip
ffffffff8100fb90 T kvm_get_rflags
ffffffff8100fbc0 T kvm_set_rflags
ffffffff8100fc10 T kvm_arch_register_noncoherent_dma
ffffffff8100fc20 T kvm_arch_unregister_noncoherent_dma
ffffffff8100fc30 T kvm_arch_has_noncoherent_dma
ffffffff8100fc50 t emulator_read_gpr
ffffffff8100fc90 t init_emulate_ctxt
ffffffff8100fdf0 t emulator_get_segment
ffffffff8100ff20 t ftrace_raw_output_kvm_entry
ffffffff8100ff70 t ftrace_raw_output_kvm_hypercall
ffffffff8100ffe0 t ftrace_raw_output_kvm_hv_hypercall
ffffffff81010070 t ftrace_raw_output_kvm_pio
ffffffff81010110 t ftrace_raw_output_kvm_cpuid
ffffffff81010180 t ftrace_raw_output_kvm_inj_virq
ffffffff810101d0 t ftrace_raw_output_kvm_page_fault
ffffffff81010220 t ftrace_raw_output_kvm_msr
ffffffff810102a0 t ftrace_raw_output_kvm_cr
ffffffff81010310 t ftrace_raw_output_kvm_pic_set_irq
ffffffff810103c0 t ftrace_raw_output_kvm_eoi
ffffffff81010410 t ftrace_raw_output_kvm_pv_eoi
ffffffff81010460 t ftrace_raw_output_kvm_nested_vmrun
ffffffff810104e0 t ftrace_raw_output_kvm_nested_intercepts
ffffffff81010540 t ftrace_raw_output_kvm_nested_intr_vmexit
ffffffff81010590 t ftrace_raw_output_kvm_invlpga
ffffffff810105e0 t ftrace_raw_output_kvm_skinit
ffffffff81010630 t ftrace_raw_output_vcpu_match_mmio
ffffffff810106b0 t ftrace_raw_output_kvm_write_tsc_offset
ffffffff81010700 t ftrace_raw_output_kvm_apic
ffffffff81010780 t ftrace_raw_output_kvm_exit
ffffffff81010820 t ftrace_raw_output_kvm_inj_exception
ffffffff810108a0 t ftrace_raw_output_kvm_apic_ipi
ffffffff810109b0 t ftrace_raw_output_kvm_apic_accept_irq
ffffffff81010a60 t ftrace_raw_output_kvm_nested_vmexit
ffffffff81010b20 t ftrace_raw_output_kvm_nested_vmexit_inject
ffffffff81010be0 t ftrace_raw_output_kvm_update_master_clock
ffffffff81010c50 t ftrace_raw_output_kvm_track_tsc
ffffffff81010cd0 t perf_trace_kvm_emulate_insn
ffffffff81010e40 t ftrace_raw_event_kvm_emulate_insn
ffffffff81010f70 t write_exit_mmio
ffffffff81011030 t ftrace_raw_output_kvm_emulate_insn
ffffffff810110e0 T kvm_set_shared_msr
ffffffff81011180 T kvm_set_apic_base
ffffffff81011260 T kvm_spurious_fault
ffffffff81011270 T kvm_read_guest_page_mmu
ffffffff810112d0 T load_pdptrs
ffffffff81011390 T kvm_set_cr0
ffffffff81011560 T kvm_lmsw
ffffffff81011580 T kvm_set_cr3
ffffffff81011760 T kvm_get_cr8
ffffffff81011790 T kvm_rdpmc
ffffffff81011820 t emulator_read_pmc
ffffffff81011840 t pvclock_update_vm_gtod_copy
ffffffff81011a70 t emulator_get_cr
ffffffff81011b80 t kvm_read_guest_virt_helper
ffffffff81011c60 T kvm_read_guest_virt
ffffffff81011cc0 t kvm_fetch_guest_virt
ffffffff81011d20 t kvm_read_guest_virt_system
ffffffff81011d50 t read_emulate
ffffffff81011d70 T kvm_write_guest_virt_system
ffffffff81011e60 t kvmclock_cpu_notifier
ffffffff81011ec0 t update_cr8_intercept
ffffffff81011f40 t msr_io
ffffffff81012080 t kvm_gen_update_masterclock
ffffffff81012140 t kernel_pio
ffffffff81012180 t tsc_khz_changed
ffffffff810121d0 t kvm_timer_init
ffffffff810122c0 t kvmclock_sync_fn
ffffffff81012300 T fx_init
ffffffff81012380 t emulator_get_cpuid
ffffffff810123a0 t emulator_invlpg
ffffffff810123c0 t kvmclock_update_fn
ffffffff81012430 T kvm_complete_insn_gp
ffffffff81012470 T kvm_require_cpl
ffffffff810124c0 T kvm_get_dr
ffffffff810124f0 t kvm_set_tsc_khz.part.52
ffffffff81012590 t read_prepare
ffffffff81012640 T kvm_set_cr4
ffffffff810128b0 T kvm_valid_efer
ffffffff81012940 t kvm_set_cr8.part.94
ffffffff81012970 T kvm_set_cr8
ffffffff81012990 t emulator_set_cr
ffffffff81012ae0 t kvmclock_cpufreq_notifier
ffffffff81012c20 T kvm_inject_realmode_interrupt
ffffffff81012cf0 t pvclock_gtod_notify
ffffffff81012dc0 T kvm_task_switch
ffffffff81012e70 t kvm_put_guest_fpu.part.114
ffffffff81012f50 t emulator_pio_in_emulated
ffffffff810130e0 T kvm_set_dr
ffffffff81013150 t emulator_pio_out_emulated
ffffffff810132f0 T kvm_fast_pio_out
ffffffff81013360 t kvm_load_guest_fpu.part.113
ffffffff81013410 t emulator_get_fpu
ffffffff81013440 t handle_emulation_failure
ffffffff81013530 t vcpu_mmio_read
ffffffff81013650 t emulator_read_write_onepage
ffffffff81013960 t read_exit_mmio
ffffffff810139e0 t write_mmio
ffffffff81013b00 T kvm_emulate_wbinvd
ffffffff81013b80 t emulator_wbinvd
ffffffff81013ba0 t kvm_on_user_return
ffffffff81013c40 T kvm_get_msr_common
ffffffff810145b0 t ftrace_raw_event_kvm_entry
ffffffff81014630 t ftrace_raw_event_kvm_inj_virq
ffffffff810146b0 t ftrace_raw_event_kvm_nested_intr_vmexit
ffffffff81014730 t ftrace_raw_event_kvm_skinit
ffffffff810147b0 t ftrace_raw_event_kvm_page_fault
ffffffff81014830 t ftrace_raw_event_kvm_apic_ipi
ffffffff810148b0 t ftrace_raw_event_kvm_invlpga
ffffffff81014940 t ftrace_raw_event_kvm_inj_exception
ffffffff810149d0 t ftrace_raw_event_kvm_cr
ffffffff81014a60 t ftrace_raw_event_kvm_apic
ffffffff81014af0 t ftrace_raw_event_kvm_write_tsc_offset
ffffffff81014b80 t ftrace_raw_event_kvm_update_master_clock
ffffffff81014c10 t ftrace_raw_event_kvm_pv_eoi
ffffffff81014ca0 t ftrace_raw_event_kvm_nested_intercepts
ffffffff81014d50 t ftrace_raw_event_vcpu_match_mmio
ffffffff81014e00 t ftrace_raw_event_kvm_msr
ffffffff81014eb0 t ftrace_raw_event_kvm_eoi
ffffffff81014f40 t ftrace_raw_event_kvm_pic_set_irq
ffffffff81014ff0 t ftrace_raw_event_kvm_apic_accept_irq
ffffffff810150a0 t ftrace_raw_event_kvm_cpuid
ffffffff81015150 t ftrace_raw_event_kvm_hypercall
ffffffff81015200 t ftrace_raw_event_kvm_track_tsc
ffffffff810152b0 t ftrace_raw_event_kvm_nested_vmrun
ffffffff81015380 t ftrace_raw_event_kvm_hv_hypercall
ffffffff81015440 t ftrace_raw_event_kvm_nested_vmexit_inject
ffffffff81015510 t ftrace_raw_event_kvm_nested_vmexit
ffffffff810155e0 t perf_trace_kvm_entry
ffffffff810156c0 t perf_trace_kvm_inj_virq
ffffffff810157a0 t perf_trace_kvm_nested_intr_vmexit
ffffffff81015880 t perf_trace_kvm_page_fault
ffffffff81015970 t perf_trace_kvm_skinit
ffffffff81015a60 t perf_trace_kvm_apic_ipi
ffffffff81015b50 t ftrace_raw_event_kvm_pio
ffffffff81015c20 t perf_trace_kvm_apic
ffffffff81015d10 t perf_trace_kvm_update_master_clock
ffffffff81015e00 t perf_trace_kvm_cr
ffffffff81015ef0 t perf_trace_kvm_write_tsc_offset
ffffffff81015fe0 t perf_trace_kvm_inj_exception
ffffffff810160d0 t perf_trace_kvm_invlpga
ffffffff810161c0 t perf_trace_vcpu_match_mmio
ffffffff810162c0 t perf_trace_kvm_msr
ffffffff810163c0 t perf_trace_kvm_eoi
ffffffff810164b0 t perf_trace_kvm_pv_eoi
ffffffff810165a0 t perf_trace_kvm_nested_intercepts
ffffffff810166a0 T kvm_set_msr_common
ffffffff810176a0 t perf_trace_kvm_cpuid
ffffffff810177b0 t perf_trace_kvm_apic_accept_irq
ffffffff810178c0 t perf_trace_kvm_track_tsc
ffffffff810179d0 t perf_trace_kvm_pic_set_irq
ffffffff81017ae0 t perf_trace_kvm_hypercall
ffffffff81017bf0 t perf_trace_kvm_nested_vmexit_inject
ffffffff81017d00 t perf_trace_kvm_hv_hypercall
ffffffff81017e10 t perf_trace_kvm_nested_vmrun
ffffffff81017f30 t perf_trace_kvm_nested_vmexit
ffffffff81018050 t ftrace_raw_event_kvm_exit
ffffffff81018130 t perf_trace_kvm_pio
ffffffff81018260 t perf_trace_kvm_exit
ffffffff810183a0 T kvm_propagate_fault
ffffffff810183d0 T kvm_read_nested_guest_page
ffffffff81018400 T __kvm_set_xcr
ffffffff81018490 T kvm_set_xcr
ffffffff810184f0 T kvm_track_tsc_matching
ffffffff810185e0 T kvm_write_tsc
ffffffff81018870 T kvm_dev_ioctl_check_extension
ffffffff81018950 T kvm_arch_dev_ioctl
ffffffff81018af0 T kvm_arch_vcpu_load
ffffffff81018c70 T kvm_arch_vcpu_put
ffffffff81018ca0 T kvm_arch_vcpu_ioctl
ffffffff81019b60 T kvm_arch_vcpu_fault
ffffffff81019b70 T kvm_vm_ioctl_get_dirty_log
ffffffff81019d20 T kvm_vm_ioctl_irq_line
ffffffff81019d60 T kvm_arch_vm_ioctl
ffffffff8101a850 T kvm_get_segment
ffffffff8101a870 T translate_nested_gpa
ffffffff8101a8b0 T kvm_mmu_gva_to_gpa_read
ffffffff8101a900 T kvm_mmu_gva_to_gpa_fetch
ffffffff8101a950 T kvm_mmu_gva_to_gpa_write
ffffffff8101a9a0 t reexecute_instruction.part.110
ffffffff8101aa60 T x86_emulate_instruction
ffffffff8101b0c0 t complete_emulated_mmio
ffffffff8101b3d0 t complete_emulated_pio
ffffffff8101b440 T kvm_mmu_gva_to_gpa_system
ffffffff8101b460 T emulator_write_phys
ffffffff8101b4b0 t write_emulate
ffffffff8101b4c0 T emulator_read_write
ffffffff8101b650 T emulator_write_emulated
ffffffff8101b670 t emulator_fix_hypercall
ffffffff8101b6f0 t emulator_cmpxchg_emulated
ffffffff8101b900 t emulator_read_emulated
ffffffff8101b920 T kvm_arch_init
ffffffff8101bac0 T kvm_arch_exit
ffffffff8101bb30 T kvm_hv_hypercall
ffffffff8101be70 T kvm_emulate_hypercall
ffffffff8101c090 T kvm_arch_vcpu_ioctl_run
ffffffff8101d390 T kvm_arch_vcpu_ioctl_get_regs
ffffffff8101d700 T kvm_arch_vcpu_ioctl_set_regs
ffffffff8101d900 T kvm_arch_vcpu_ioctl_get_sregs
ffffffff8101db80 T kvm_arch_vcpu_ioctl_get_mpstate
ffffffff8101dbd0 T kvm_arch_vcpu_ioctl_set_mpstate
ffffffff8101dc30 T kvm_arch_vcpu_ioctl_set_sregs
ffffffff8101e080 T kvm_arch_vcpu_ioctl_set_guest_debug
ffffffff8101e220 T kvm_arch_vcpu_ioctl_translate
ffffffff8101e290 T kvm_arch_vcpu_ioctl_get_fpu
ffffffff8101e3c0 T kvm_arch_vcpu_ioctl_set_fpu
ffffffff8101e4f0 T kvm_load_guest_fpu
ffffffff8101e510 T kvm_put_guest_fpu
ffffffff8101e530 T kvm_arch_vcpu_free
ffffffff8101e580 T kvm_arch_vcpu_create
ffffffff8101e5e0 T kvm_arch_vcpu_postcreate
ffffffff8101e660 T kvm_arch_vcpu_destroy
ffffffff8101e6d0 T kvm_vcpu_reset
ffffffff8101e810 T kvm_arch_vcpu_setup
ffffffff8101e860 T kvm_vcpu_deliver_sipi_vector
ffffffff8101e8e0 T kvm_arch_hardware_enable
ffffffff8101eb10 T kvm_arch_hardware_disable
